"id","name","parent_id","created_at","updated_at","sort_order","latitude","longitude"
169,"Congo Democratic Republic (Kinshasa)",32,"2014-12-06 20:15:11.216266","2014-12-06 20:15:11.216266",58,-2.5,23.5
170,"Equatorial Guinea",32,"2014-12-06 20:15:11.226496","2014-12-06 20:15:11.226496",80,1.7,10.5
171,"Gabon",32,"2014-12-06 20:15:11.236739","2014-12-06 20:15:11.236739",91,-1,11.75
172,"Sao Tome and Principe",32,"2014-12-06 20:15:11.246682","2014-12-06 20:15:11.246682",223,1,7
173,"Burundi",33,"2014-12-06 20:15:11.256473","2014-12-06 20:15:11.256473",38,-3.5,30
174,"Comoros",33,"2014-12-06 20:15:11.271258","2014-12-06 20:15:11.271258",56,-12.23333,44.44553
175,"Djibouti",33,"2014-12-06 20:15:11.288405","2014-12-06 20:15:11.288405",70,11.58901,43.14503
176,"Eritrea",33,"2014-12-06 20:15:11.298366","2014-12-06 20:15:11.298366",81,15,39
177,"Ethiopia",33,"2014-12-06 20:15:11.308431","2014-12-06 20:15:11.308431",83,9,39.5
178,"Kenya",33,"2014-12-06 20:15:11.318513","2014-12-06 20:15:11.318513",137,1,38
179,"Madagascar",33,"2014-12-06 20:15:11.328536","2014-12-06 20:15:11.328536",152,-20,47
180,"Malawi",33,"2014-12-06 20:15:11.33859","2014-12-06 20:15:11.33859",153,-13.5,34
181,"Mauritius",33,"2014-12-06 20:15:11.348523","2014-12-06 20:15:11.348523",161,-20.3,57.58333
182,"Mozambique",33,"2014-12-06 20:15:11.358965","2014-12-06 20:15:11.358965",171,-18.25,35
183,"Reunion",33,"2014-12-06 20:15:11.368868","2014-12-06 20:15:11.368868",212,-21.1,55.6
184,"Rwanda",33,"2014-12-06 20:15:11.379155","2014-12-06 20:15:11.379155",215,-2,30
185,"Seychelles",33,"2014-12-06 20:15:11.389133","2014-12-06 20:15:11.389133",228,-4.58333,55.66667
186,"Somalia",33,"2014-12-06 20:15:11.398927","2014-12-06 20:15:11.398927",235,6,48
187,"Somaliland",33,"2014-12-06 20:15:11.408736","2014-12-06 20:15:11.408736",236,8,45
188,"Tanzania",33,"2014-12-06 20:15:11.418784","2014-12-06 20:15:11.418784",258,-6,35
189,"Uganda",33,"2014-12-06 20:15:11.428668","2014-12-06 20:15:11.428668",272,1.25,32.5
190,"Zambia",33,"2014-12-06 20:15:11.438546","2014-12-06 20:15:11.438546",297,-14.33333,28.5
191,"Zimbabwe",33,"2014-12-06 20:15:11.448286","2014-12-06 20:15:11.448286",298,-19,29.75
192,"Botswana",34,"2014-12-06 20:15:11.458483","2014-12-06 20:15:11.458483",33,-22,24
193,"Lesotho",34,"2014-12-06 20:15:11.468294","2014-12-06 20:15:11.468294",144,-29.5,28.25
194,"Namibia",34,"2014-12-06 20:15:11.478629","2014-12-06 20:15:11.478629",173,-22,17
195,"South Africa",34,"2014-12-06 20:15:11.48836","2014-12-06 20:15:11.48836",237,-29,24
196,"Swaziland",34,"2014-12-06 20:15:11.498174","2014-12-06 20:15:11.498174",251,-26.5,31.5
197,"Bahrain",35,"2014-12-06 20:15:11.508182","2014-12-06 20:15:11.508182",22,26.03333,50.55
198,"Egypt",35,"2014-12-06 20:15:11.517639","2014-12-06 20:15:11.517639",78,27,30
199,"Iran",35,"2014-12-06 20:15:11.527173","2014-12-06 20:15:11.527173",128,32,53
200,"Iraq",35,"2014-12-06 20:15:11.536797","2014-12-06 20:15:11.536797",129,33,44
201,"Israel",35,"2014-12-06 20:15:11.546547","2014-12-06 20:15:11.546547",131,31.5,34.75
202,"Jordan",35,"2014-12-06 20:15:11.556167","2014-12-06 20:15:11.556167",135,31,36
203,"Kuwait",35,"2014-12-06 20:15:11.566202","2014-12-06 20:15:11.566202",139,29.5,47.75
204,"Lebanon",35,"2014-12-06 20:15:11.575878","2014-12-06 20:15:11.575878",143,33.83333,35.83333
205,"Oman",35,"2014-12-06 20:15:11.585619","2014-12-06 20:15:11.585619",191,21,57
206,"Palestine",35,"2014-12-06 20:15:11.59555","2014-12-06 20:15:11.59555",200,31.92157,35.20329
207,"Qatar",35,"2014-12-06 20:15:11.605783","2014-12-06 20:15:11.605783",210,25.5,51.25
208,"Saudi Arabia",35,"2014-12-06 20:15:11.617749","2014-12-06 20:15:11.617749",224,25,45
209,"Syria",35,"2014-12-06 20:15:11.628041","2014-12-06 20:15:11.628041",254,35,38
